Broker Pseudonym,Contract Status Type,Entry Status,In Force Today,Inception Date,Info,Policy Reference Record ID,As if policy premium,Benchmark Net Premium,Committed RRV %,Gross Written Premium Aspen Share,Incurred Claims Aspen Share,Net Written Premium Aspen Share,Technical Adequacy %,Total Acquisition cost
Kulas Group,Quote,PARTIAL,N,14-06-2016,i,029602,,,,,,,,
Kulas Group,Quote,PARTIAL,N,16-06-2016,i,029618,,,,,,,,
Kulas Group,Quote,PARTIAL,N,28-06-2016,i,029683,,,,,,,,
Kulas Group,Quote,PARTIAL,N,03-07-2016,i,029716,,,,,,,,
Kulas Group,Quote,PARTIAL,N,30-07-2016,i,029747,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-08-2016,i,029891,,,,,,,,
Kulas Group,Quote,PARTIAL,N,05-08-2016,i,029778,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-09-2016,i,030158,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-09-2016,i,029993,,,,,,,,
Kulas Group,Quote,PARTIAL,N,05-09-2016,i,030021,,,,,,,,
Kulas Group,Quote,PARTIAL,N,10-09-2016,i,030062,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-10-2016,i,030212,,,,,,,,
Kulas Group,Quote,PARTIAL,N,06-10-2016,i,030253,,,,,,,,
Kulas Group,Quote,PARTIAL,N,09-10-2016,i,030284,,,,,,,,
Kulas Group,Quote,PARTIAL,N,20-10-2016,i,030668,,,,,,,,
Kulas Group,Quote,PARTIAL,N,21-10-2016,i,030380,,,,,,,,
Kulas Group,Quote,PARTIAL,N,14-11-2016,i,030638,,,,,,,,
Kulas Group,Quote,PARTIAL,N,28-11-2016,i,030764,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-12-2016,i,030773,,,,,,,,
Kulas Group,Quote,PARTIAL,N,03-12-2016,i,030801,,,,,,,,
Kulas Group,Quote,PARTIAL,N,11-12-2016,i,030872,,,,,,,,
Kulas Group,Quote,PARTIAL,N,21-12-2016,i,030943,,,,,,,,
Kulas Group,Quote,PARTIAL,N,28-12-2016,i,031001,,,,,,,,
Kulas Group,Quote,PARTIAL,N,29-12-2016,i,031010,,,,,,,,
Kulas Group,Quote,PARTIAL,N,29-12-2016,i,031013,,,,,,,,
Kulas Group,Quote,PARTIAL,N,30-12-2016,i,031023,,,,,,,,
Kulas Group,Quote,PARTIAL,N,30-12-2016,i,031025,,,,,,,,
Kulas Group,Quote,PARTIAL,N,30-12-2016,i,031032,,,,,,,,
Kulas Group,Quote,PARTIAL,N,30-12-2016,i,031035,,,,,,,,
Kulas Group,Quote,PARTIAL,N,30-12-2016,i,031053,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-12-2016,i,031137,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-12-2016,i,031143,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-12-2016,i,031178,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-12-2016,i,031080,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-12-2016,i,031061,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-02-2017,i,031321,,,,,,,,
Kulas Group,Quote,PARTIAL,N,25-02-2017,i,031427,,,,,,,,
Kulas Group,Quote,PARTIAL,N,25-02-2017,i,031431,,,,,,,,
Kulas Group,Quote,PARTIAL,N,26-02-2017,i,031219,,,,,,,,
Kulas Group,Quote,PARTIAL,N,27-02-2017,i,031438,,,,,,,,
Kulas Group,Quote,PARTIAL,N,28-02-2017,i,031442,,,,,,,,
Kulas Group,Quote,PARTIAL,N,28-02-2017,i,031481,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-03-2017,i,031520,,,,,,,,
Kulas Group,Quote,PARTIAL,N,14-03-2017,i,031911,,,,,,,,
Kulas Group,Quote,PARTIAL,N,25-03-2017,i,031944,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-04-2017,i,031748,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-04-2017,i,031855,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-04-2017,i,031869,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-04-2017,i,031870,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-04-2017,i,031875,,,,,,,,
Kulas Group,Quote,PARTIAL,N,02-04-2017,i,031754,,,,,,,,
Kulas Group,Quote,PARTIAL,N,29-04-2017,i,032223,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-05-2017,i,032115,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-05-2017,i,032207,,,,,,,,
Kulas Group,Quote,PARTIAL,N,07-05-2017,i,032144,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-06-2017,i,032368,,,,,,,,
Kulas Group,Quote,PARTIAL,N,05-06-2017,i,032473,,,,,,,,
Kulas Group,Quote,PARTIAL,N,09-07-2017,i,032633,,,,,,,,
Kulas Group,Quote,PARTIAL,N,13-07-2017,i,032527,,,,,,,,
Kulas Group,Quote,PARTIAL,N,23-07-2017,i,032621,,,,,,,,
Kulas Group,Quote,PARTIAL,N,26-07-2017,i,032622,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-07-2017,i,032590,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-07-2017,i,032796,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-07-2017,i,032822,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-07-2017,i,032589,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-07-2017,i,032597,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-07-2017,i,032695,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-08-2017,i,032753,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-08-2017,i,032784,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-08-2017,i,032634,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-08-2017,i,032669,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-08-2017,i,032681,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-08-2017,i,032767,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-08-2017,i,032905,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-08-2017,i,032873,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-08-2017,i,032918,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-09-2017,i,032934,,,,,,,,
Kulas Group,Quote,PARTIAL,N,08-09-2017,i,033055,,,,,,,,
Kulas Group,Quote,PARTIAL,N,22-09-2017,i,033164,,,,,,,,
Kulas Group,Quote,PARTIAL,N,30-09-2017,i,033053,,,,,,,,
Kulas Group,Quote,PARTIAL,N,30-09-2017,i,033051,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-10-2017,i,033193,,,,,,,,
Kulas Group,Quote,PARTIAL,N,15-10-2017,i,033246,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-11-2017,i,033365,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-11-2017,i,033250,,,,,,,,
Kulas Group,Quote,PARTIAL,N,15-11-2017,i,033437,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-12-2017,i,033451,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-12-2017,i,033456,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-12-2017,i,033701,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-12-2017,i,032846,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-12-2017,i,033436,,,,,,,,
Kulas Group,Quote,PARTIAL,N,09-12-2017,i,033603,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-12-2017,i,033566,,,,,,,,
Kulas Group,Quote,PARTIAL,N,27-01-2019,i,035558,,,,,,,,
Kulas Group,Quote,PARTIAL,N,31-01-2019,i,035495,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-02-2019,i,035559,,,,,,,,
Kulas Group,Quote,PARTIAL,N,03-02-2019,i,035347,,,,,,,,
Kulas Group,Quote,PARTIAL,N,22-02-2019,i,035514,,,,,,,,
Kulas Group,Quote,PARTIAL,N,22-02-2019,i,035612,,,,,,,,
Kulas Group,Quote,PARTIAL,N,28-02-2019,i,035579,,,,,,,,
Kulas Group,Quote,PARTIAL,N,28-02-2019,i,035671,,,,,,,,
Kulas Group,Quote,PARTIAL,N,28-02-2019,i,035749,,,,,,,,
Kulas Group,Quote,PARTIAL,N,15-03-2019,i,036032,,,,,,,,
Kulas Group,Quote,PARTIAL,N,29-03-2019,i,035860,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-04-2019,i,036076,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-04-2019,i,036274,,,,,,,,
Kulas Group,Quote,PARTIAL,N,08-04-2019,i,036034,,,,,,,,
Kulas Group,Quote,PARTIAL,N,01-05-2019,i,036536,,,,,,,,
Kulas Group,Quote,PARTIAL,N,02-05-2019,i,036349,,,,,,,,
Kulas Group,Quote,PARTIAL,N,05-05-2019,i,036376,,,,,,,,
Kulas Group,Quote,PARTIAL,N,11-05-2019,i,036435,,,,,,,,
Kulas Group,Quote,PARTIAL,N,16-05-2019,i,036480,,,,,,,,
Kulas Group,Quote,PARTIAL,N,25-05-2019,i,036571,,,,,,,,
Kulas Group,Quote,PARTIAL,N,11-12-2019,i,039421,,,,,,,,
Kulas Group,Quote,PARTIAL,N,16-06-2020,i,022098,,,,,,,144,
Kulas Group,Quote,PARTIAL,N,01-07-2020,i,040972,,,,,,,100,
Kunze and Sons,Quote,PARTIAL,N,31-07-2015,i,026544,,,,,,,,
"Larson, Weimann and Sipes",Quote,PARTIAL,N,31-03-2013,i,018783,,,,,,,,
"Larson, Weimann and Sipes",Quote,PARTIAL,N,31-10-2013,i,020854,,,,,,,,
"Larson, Weimann and Sipes",Quote,PARTIAL,N,30-04-2015,i,025579,,,,,,,,
"Larson, Weimann and Sipes",Quote,PARTIAL,N,30-06-2015,i,026419,,,,,,,,
"Larson, Weimann and Sipes",Quote,PARTIAL,N,01-08-2015,i,026551,,,,,,,,
"Larson, Weimann and Sipes",Quote,PARTIAL,N,30-09-2015,i,027175,,,,,,,,
"Larson, Weimann and Sipes",Quote,PARTIAL,N,01-10-2015,i,027194,,,,,,,,
"Larson, Weimann and Sipes",Quote,PARTIAL,N,01-12-2015,i,027615,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,15-02-2014,i,021682,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,31-03-2014,i,021802,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,22-05-2014,i,022541,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,18-06-2014,i,022389,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,30-06-2014,i,022646,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,01-07-2014,i,022690,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,03-07-2014,i,022748,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,10-10-2014,i,023450,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,31-03-2015,i,025017,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,31-08-2015,i,026779,,,,,,,,
Lebsack-Kiehn,Quote,PARTIAL,N,30-11-2016,i,030713,,,,,,,,
Lebsack-Kutch,Quote,PARTIAL,N,19-12-2017,i,033645,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,14-09-2014,i,023264,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,15-10-2014,i,023663,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-10-2014,i,023532,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-10-2014,i,023535,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-10-2014,i,023662,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-11-2014,i,023953,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,21-12-2014,i,024334,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,23-12-2014,i,024499,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-12-2014,i,024332,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-01-2015,i,024492,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-01-2015,i,024446,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-01-2015,i,024563,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,21-02-2015,i,024751,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,28-02-2015,i,024983,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,28-02-2015,i,025009,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,15-03-2015,i,025359,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,26-03-2015,i,025289,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,02-04-2015,i,025462,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,05-04-2015,i,025465,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,10-04-2015,i,025673,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,11-04-2015,i,025386,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,16-04-2015,i,025590,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-04-2015,i,025591,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-04-2015,i,025714,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-04-2015,i,025599,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-04-2015,i,025474,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-04-2015,i,025608,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-04-2015,i,025661,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-04-2015,i,025681,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-04-2015,i,025593,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-04-2015,i,025597,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-04-2015,i,025598,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,08-05-2015,i,025742,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,23-05-2015,i,025741,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-05-2015,i,025770,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-05-2015,i,025771,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-05-2015,i,025895,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-05-2015,i,025896,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,26-06-2015,i,026480,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-06-2015,i,026038,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-06-2015,i,026064,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-06-2015,i,026368,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-06-2015,i,026481,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-07-2015,i,026464,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,02-07-2015,i,026439,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,02-07-2015,i,026479,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,04-07-2015,i,026510,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,14-07-2015,i,026463,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,18-07-2015,i,026458,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,19-07-2015,i,026490,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-07-2015,i,026604,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-08-2015,i,026761,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,14-08-2015,i,023165,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-08-2015,i,026767,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-08-2015,i,026795,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-08-2015,i,026797,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-08-2015,i,026798,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-08-2015,i,026799,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-08-2015,i,026905,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-08-2015,i,026983,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,17-09-2015,i,023434,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-09-2015,i,027051,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-09-2015,i,027052,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-09-2015,i,027054,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-09-2015,i,027120,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-09-2015,i,027221,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-10-2015,i,027247,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-10-2015,i,027456,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-10-2015,i,027273,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-11-2015,i,027612,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-11-2015,i,027683,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-11-2015,i,027733,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-11-2015,i,027741,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-11-2015,i,027747,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-11-2015,i,027787,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,23-12-2015,i,024218,,,,,,,300.1,
Leuschke and Morar,Quote,PARTIAL,N,31-12-2015,i,027788,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-12-2015,i,027933,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-12-2015,i,027935,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-01-2016,i,028327,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-01-2016,i,028350,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-01-2016,i,028351,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,14-01-2016,i,024638,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,25-01-2016,i,024398,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-01-2016,i,028153,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-02-2016,i,028218,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-02-2016,i,028384,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,22-02-2016,i,024833,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-03-2016,i,028490,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-03-2016,i,028504,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-04-2016,i,028678,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-04-2016,i,028723,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,17-04-2016,i,025589,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,21-04-2016,i,029149,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,04-05-2016,i,029254,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,24-05-2016,i,025759,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-06-2016,i,029421,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,05-06-2016,i,026341,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,20-06-2016,i,026105,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,28-06-2016,i,026322,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-07-2016,i,029669,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,23-07-2016,i,029670,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-08-2016,i,029686,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-08-2016,i,029817,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-08-2016,i,029966,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,07-08-2016,i,026904,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-09-2016,i,030149,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,04-09-2016,i,023244,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,23-09-2016,i,023523,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,25-09-2016,i,027217,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-10-2016,i,030298,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,09-10-2016,i,023228,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,12-10-2016,i,023432,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,14-10-2016,i,030315,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,16-10-2016,i,030335,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,16-10-2016,i,030337,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,27-10-2016,i,030422,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,08-11-2016,i,023900,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,08-12-2016,i,030839,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,24-12-2016,i,030987,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,28-12-2016,i,031002,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-12-2016,i,031174,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-12-2016,i,031179,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-01-2017,i,031220,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,19-01-2017,i,028303,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-02-2017,i,031335,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,19-02-2017,i,031392,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,25-02-2017,i,031424,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-03-2017,i,031585,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-03-2017,i,031591,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-03-2017,i,031644,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,03-03-2017,i,031732,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-04-2017,i,031761,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-04-2017,i,031916,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,04-04-2017,i,025379,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,28-04-2017,i,032273,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-05-2017,i,032248,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,24-05-2017,i,032242,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-05-2017,i,032334,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,31-05-2017,i,032338,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-06-2017,i,032415,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,18-07-2017,i,032794,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,22-09-2017,i,033088,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-09-2017,i,033078,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,30-09-2017,i,033118,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,15-10-2017,i,033242,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,08-11-2017,i,033440,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-12-2017,i,033439,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,18-01-2018,i,024352,,,,,,,148,
Leuschke and Morar,Quote,PARTIAL,N,01-02-2018,i,031376,,,,,,,178.2,
Leuschke and Morar,Quote,PARTIAL,N,03-02-2018,i,033904,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,01-03-2018,i,034003,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,04-03-2018,i,033973,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,08-03-2018,i,024941,,,,,,,141.7,
Leuschke and Morar,Quote,PARTIAL,N,05-05-2018,i,025828,,,,,,,109.1,
Leuschke and Morar,Quote,PARTIAL,N,31-05-2018,i,034440,,,,,,,100,
Leuschke and Morar,Quote,PARTIAL,N,28-02-2019,i,035715,,,,,,,,
Leuschke and Morar,Quote,PARTIAL,N,13-04-2019,i,036169,,,,,,,,
Mills Group,Quote,PARTIAL,N,30-04-2016,i,029344,,,,,,,,
Mills Group,Quote,PARTIAL,N,14-08-2016,i,030018,,,,,,,,
Mills Group,Quote,PARTIAL,N,01-09-2016,i,029882,,,,,,,,
Mills Group,Quote,PARTIAL,N,01-09-2016,i,029908,,,,,,,,
Mills Group,Quote,PARTIAL,N,01-11-2016,i,030322,,,,,,,,
Mills Group,Quote,PARTIAL,N,01-10-2017,i,033025,,,,,,,,
Mills Group,Quote,PARTIAL,N,01-04-2019,i,035731,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,31-05-2014,i,022452,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,30-06-2014,i,022755,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,21-07-2014,i,022902,,,,,,,77.7,
Mills and Sons,Quote,PARTIAL,N,28-07-2014,i,022841,,,,,,,100,
Mills and Sons,Quote,PARTIAL,N,01-08-2014,i,023017,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,01-08-2014,i,022938,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,15-08-2014,i,023124,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,31-08-2014,i,023129,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,26-02-2015,i,024531,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,27-04-2015,i,025662,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,01-06-2015,i,026108,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,20-09-2015,i,027242,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,30-11-2015,i,027722,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,01-12-2015,i,027602,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,06-02-2016,i,028456,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,01-03-2016,i,028443,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,01-05-2016,i,029221,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,21-07-2016,i,029796,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,28-07-2016,i,029691,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,29-07-2016,i,029737,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,19-08-2016,i,030017,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,29-08-2016,i,030063,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,31-08-2016,i,030031,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,05-10-2016,i,030250,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,13-10-2016,i,029955,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,30-11-2016,i,030929,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,01-12-2016,i,030770,,,,,,,,
Mills and Sons,Quote,PARTIAL,N,16-12-2016,i,030843,,,,,,,,
